'sample interval','MLII','V1'
'0.00277778 sec','mV','mV'
0,-0.460,0.130
1,-0.460,0.130
2,-0.460,0.130
3,-0.460,0.130
4,-0.460,0.130
5,-0.460,0.130
6,-0.460,0.130
7,-0.460,0.130
8,-0.455,0.130
9,-0.455,0.140
10,-0.440,0.140
11,-0.435,0.145
12,-0.430,0.125
13,-0.445,0.120
14,-0.440,0.115
15,-0.435,0.130
16,-0.425,0.140
17,-0.415,0.145
18,-0.430,0.140
19,-0.435,0.125
20,-0.470,0.120
21,-0.455,0.130
22,-0.415,0.135
23,-0.425,0.130
24,-0.440,0.115
25,-0.445,0.110
26,-0.435,0.110
27,-0.435,0.140
28,-0.425,0.150
29,-0.420,0.140
30,-0.430,0.125
31,-0.440,0.125
32,-0.460,0.125
33,-0.435,0.125
34,-0.435,0.145
35,-0.415,0.140
36,-0.425,0.135
37,-0.435,0.120
38,-0.435,0.120
39,-0.435,0.130
40,-0.415,0.140
41,-0.410,0.140
42,-0.430,0.110
43,-0.435,0.110
44,-0.450,0.110
45,-0.430,0.115
46,-0.405,0.120
47,-0.410,0.125
48,-0.415,0.120
49,-0.425,0.105
50,-0.440,0.110
51,-0.430,0.115
52,-0.415,0.130
53,-0.415,0.125
54,-0.415,0.115
55,-0.435,0.100
56,-0.435,0.105
57,-0.430,0.115
58,-0.415,0.135
59,-0.405,0.125
60,-0.410,0.110
61,-0.440,0.110
62,-0.440,0.105
63,-0.425,0.115
64,-0.410,0.125
65,-0.410,0.125
66,-0.415,0.110
67,-0.425,0.085
68,-0.435,0.095
69,-0.430,0.105
70,-0.420,0.125
71,-0.400,0.120
72,-0.410,0.110
73,-0.425,0.090
74,-0.430,0.100
75,-0.430,0.110
76,-0.410,0.125
77,-0.405,0.110
78,-0.405,0.105
79,-0.415,0.100
80,-0.430,0.095
81,-0.435,0.110
82,-0.425,0.135
83,-0.395,0.125
84,-0.400,0.105
85,-0.405,0.100
86,-0.415,0.105
87,-0.410,0.115
88,-0.405,0.120
89,-0.395,0.130
90,-0.405,0.100
91,-0.415,0.100
92,-0.415,0.095
93,-0.415,0.110
94,-0.395,0.125
95,-0.395,0.115
96,-0.390,0.100
97,-0.400,0.095
98,-0.405,0.100
99,-0.400,0.110
100,-0.400,0.130
101,-0.385,0.130
102,-0.385,0.120
103,-0.405,0.115
104,-0.400,0.115
105,-0.385,0.135
106,-0.370,0.150
107,-0.345,0.160
108,-0.355,0.135
109,-0.355,0.130
110,-0.355,0.125
111,-0.340,0.145
112,-0.320,0.145
113,-0.295,0.140
114,-0.305,0.115
115,-0.320,0.085
116,-0.320,0.085
117,-0.310,0.095
118,-0.280,0.095
119,-0.275,0.080
120,-0.285,0.075
121,-0.300,0.070
122,-0.305,0.075
123,-0.305,0.090
124,-0.290,0.095
125,-0.275,0.100
126,-0.285,0.090
127,-0.305,0.075
128,-0.325,0.090
129,-0.320,0.105
130,-0.335,0.105
131,-0.335,0.095
132,-0.360,0.080
133,-0.365,0.070
134,-0.365,0.070
135,-0.360,0.090
136,-0.350,0.105
137,-0.355,0.090
138,-0.370,0.085
139,-0.355,0.075
140,-0.370,0.080
141,-0.355,0.100
142,-0.355,0.115
143,-0.355,0.110
144,-0.350,0.090
145,-0.355,0.080
146,-0.360,0.080
147,-0.360,0.095
148,-0.350,0.125
149,-0.335,0.115
150,-0.330,0.095
151,-0.335,0.090
152,-0.345,0.110
153,-0.330,0.145
154,-0.310,0.175
155,-0.310,0.210
156,-0.305,0.250
157,-0.335,0.275
158,-0.375,0.270
159,-0.400,0.290
160,-0.415,0.280
161,-0.420,0.225
162,-0.390,0.145
163,-0.350,0.035
164,-0.200,-0.075
165,0.090,-0.170
166,0.490,-0.230
167,0.960,-0.295
168,1.390,-0.295
169,1.755,-0.265
170,1.990,-0.185
171,2.090,-0.065
172,2.050,-0.005
173,1.720,0.040
174,1.080,0.030
175,0.440,0.005
176,-0.200,0.015
177,-0.640,0.050
178,-0.595,0.085
179,-0.490,0.105
180,-0.460,0.100
181,-0.495,0.090
182,-0.515,0.085
183,-0.500,0.100
184,-0.465,0.105
185,-0.440,0.125
186,-0.430,0.115
187,-0.375,0.105
188,-0.345,0.110
189,-0.305,0.130
190,-0.290,0.140
191,-0.250,0.130
192,-0.250,0.115
193,-0.270,0.110
194,-0.285,0.110
195,-0.280,0.120
196,-0.255,0.120
197,-0.235,0.120
198,-0.255,0.110
199,-0.260,0.100
200,-0.255,0.105
201,-0.250,0.125
202,-0.245,0.135
203,-0.230,0.130
204,-0.230,0.110
205,-0.250,0.115
206,-0.260,0.115
207,-0.250,0.120
208,-0.225,0.130
209,-0.215,0.130
210,-0.220,0.125
211,-0.240,0.100
212,-0.235,0.105
213,-0.235,0.110
214,-0.210,0.130
215,-0.195,0.110
216,-0.200,0.105
217,-0.215,0.100
218,-0.215,0.110
219,-0.210,0.115
220,-0.195,0.125
221,-0.195,0.115
222,-0.210,0.110
223,-0.220,0.105
224,-0.215,0.105
225,-0.195,0.115
226,-0.175,0.130
227,-0.165,0.120
228,-0.185,0.105
229,-0.190,0.115
230,-0.195,0.105
231,-0.195,0.105
232,-0.175,0.130
233,-0.170,0.130
234,-0.160,0.110
235,-0.170,0.095
236,-0.190,0.105
237,-0.175,0.125
238,-0.150,0.140
239,-0.135,0.125
240,-0.140,0.115
241,-0.135,0.110
242,-0.145,0.110
243,-0.130,0.115
244,-0.115,0.130
245,-0.105,0.115
246,-0.100,0.115
247,-0.100,0.105
248,-0.115,0.105
249,-0.095,0.115
250,-0.060,0.135
251,-0.050,0.115
252,-0.055,0.115
253,-0.050,0.090
254,-0.050,0.095
255,-0.030,0.120
256,-0.010,0.110
257,0.000,0.130
