'sample interval','MLII','V1'
'0.00277778 sec','mV','mV'
0,-0.010,-0.615
1,-0.010,-0.615
2,-0.010,-0.615
3,-0.010,-0.615
4,-0.010,-0.615
5,-0.010,-0.615
6,-0.010,-0.615
7,-0.010,-0.615
8,-0.010,-0.620
9,-0.035,-0.610
10,-0.070,-0.595
11,-0.100,-0.555
12,-0.125,-0.555
13,-0.150,-0.530
14,-0.160,-0.525
15,-0.175,-0.525
16,-0.180,-0.510
17,-0.195,-0.505
18,-0.225,-0.495
19,-0.255,-0.485
20,-0.310,-0.485
21,-0.340,-0.480
22,-0.370,-0.485
23,-0.385,-0.475
24,-0.400,-0.475
25,-0.405,-0.440
26,-0.395,-0.390
27,-0.395,-0.370
28,-0.390,-0.350
29,-0.395,-0.325
30,-0.385,-0.305
31,-0.390,-0.290
32,-0.395,-0.265
33,-0.395,-0.255
34,-0.415,-0.260
35,-0.410,-0.260
36,-0.400,-0.270
37,-0.355,-0.305
38,-0.320,-0.330
39,-0.275,-0.350
40,-0.215,-0.370
41,-0.160,-0.420
42,-0.135,-0.450
43,-0.120,-0.490
44,-0.115,-0.525
45,-0.105,-0.550
46,-0.090,-0.570
47,-0.080,-0.580
48,-0.075,-0.580
49,-0.050,-0.570
50,-0.055,-0.585
51,-0.085,-0.580
52,-0.130,-0.595
53,-0.190,-0.605
54,-0.265,-0.605
55,-0.325,-0.640
56,-0.380,-0.665
57,-0.425,-0.675
58,-0.450,-0.700
59,-0.465,-0.690
60,-0.500,-0.680
61,-0.500,-0.660
62,-0.500,-0.675
63,-0.490,-0.665
64,-0.475,-0.660
65,-0.470,-0.670
66,-0.475,-0.690
67,-0.485,-0.710
68,-0.485,-0.705
69,-0.505,-0.705
70,-0.505,-0.700
71,-0.510,-0.690
72,-0.495,-0.690
73,-0.490,-0.690
74,-0.485,-0.685
75,-0.480,-0.680
76,-0.500,-0.675
77,-0.505,-0.675
78,-0.500,-0.650
79,-0.490,-0.640
80,-0.490,-0.610
81,-0.485,-0.570
82,-0.505,-0.530
83,-0.530,-0.520
84,-0.560,-0.585
85,-0.560,-0.775
86,-0.505,-1.065
87,-0.380,-1.455
88,-0.175,-1.870
89,0.105,-2.240
90,0.445,-2.505
91,0.815,-2.680
92,1.215,-2.740
93,1.575,-2.735
94,1.855,-2.700
95,1.965,-2.650
96,1.880,-2.600
97,1.620,-2.545
98,1.260,-2.465
99,0.860,-2.370
100,0.430,-2.205
101,0.010,-1.965
102,-0.375,-1.655
103,-0.720,-1.380
104,-1.010,-1.160
105,-1.210,-1.030
106,-1.325,-0.970
107,-1.320,-0.930
108,-1.230,-0.915
109,-1.100,-0.880
110,-0.960,-0.860
111,-0.845,-0.820
112,-0.780,-0.785
113,-0.750,-0.765
114,-0.760,-0.755
115,-0.800,-0.750
116,-0.850,-0.760
117,-0.885,-0.765
118,-0.905,-0.760
119,-0.900,-0.745
120,-0.905,-0.730
121,-0.895,-0.715
122,-0.905,-0.705
123,-0.920,-0.685
124,-0.930,-0.665
125,-0.935,-0.665
126,-0.930,-0.650
127,-0.920,-0.660
128,-0.910,-0.655
129,-0.905,-0.645
130,-0.920,-0.650
131,-0.925,-0.640
132,-0.940,-0.615
133,-0.940,-0.610
134,-0.935,-0.590
135,-0.930,-0.580
136,-0.915,-0.555
137,-0.900,-0.530
138,-0.885,-0.510
139,-0.890,-0.510
140,-0.905,-0.505
141,-0.910,-0.505
142,-0.905,-0.490
143,-0.885,-0.460
144,-0.850,-0.440
145,-0.815,-0.405
146,-0.795,-0.385
147,-0.775,-0.365
148,-0.770,-0.355
149,-0.755,-0.345
150,-0.730,-0.330
151,-0.710,-0.345
152,-0.675,-0.315
153,-0.640,-0.315
154,-0.615,-0.310
155,-0.585,-0.280
156,-0.560,-0.280
157,-0.540,-0.260
158,-0.515,-0.255
159,-0.480,-0.250
160,-0.440,-0.235
161,-0.395,-0.235
162,-0.355,-0.225
163,-0.330,-0.220
164,-0.300,-0.225
165,-0.280,-0.240
166,-0.260,-0.255
167,-0.240,-0.260
168,-0.210,-0.270
169,-0.155,-0.270
170,-0.105,-0.260
171,-0.060,-0.255
172,-0.025,-0.270
173,0.010,-0.275
174,0.045,-0.300
175,0.070,-0.315
176,0.100,-0.350
177,0.150,-0.385
178,0.180,-0.400
179,0.220,-0.410
180,0.255,-0.420
181,0.275,-0.410
182,0.300,-0.390
183,0.310,-0.375
184,0.325,-0.360
185,0.360,-0.355
186,0.390,-0.350
187,0.400,-0.330
188,0.380,-0.330
189,0.365,-0.320
190,0.335,-0.325
191,0.300,-0.335
192,0.275,-0.350
193,0.250,-0.375
194,0.230,-0.375
195,0.185,-0.380
196,0.125,-0.370
197,0.090,-0.355
198,0.035,-0.335
199,-0.010,-0.330
200,-0.065,-0.310
201,-0.105,-0.290
202,-0.145,-0.270
203,-0.175,-0.245
204,-0.205,-0.215
205,-0.230,-0.205
206,-0.255,-0.200
207,-0.265,-0.210
208,-0.275,-0.225
209,-0.275,-0.260
210,-0.265,-0.295
211,-0.265,-0.335
212,-0.275,-0.370
213,-0.315,-0.375
