'sample interval','MLII','V1'
'0.00277778 sec','mV','mV'
0,-0.155,-0.095
1,-0.155,-0.095
2,-0.155,-0.095
3,-0.155,-0.095
4,-0.155,-0.095
5,-0.155,-0.095
6,-0.155,-0.095
7,-0.155,-0.095
8,-0.170,-0.105
9,-0.175,-0.130
10,-0.195,-0.140
11,-0.220,-0.125
12,-0.210,-0.085
13,-0.215,-0.055
14,-0.240,-0.030
15,-0.260,-0.030
16,-0.265,-0.035
17,-0.270,-0.055
18,-0.280,-0.065
19,-0.290,-0.070
20,-0.285,-0.060
21,-0.300,-0.045
22,-0.305,-0.050
23,-0.320,-0.060
24,-0.345,-0.015
25,-0.340,0.015
26,-0.325,0.060
27,-0.305,0.075
28,-0.305,0.050
29,-0.310,0.015
30,-0.320,0.000
31,-0.320,0.040
32,-0.310,0.080
33,-0.315,0.100
34,-0.340,0.095
35,-0.360,0.060
36,-0.375,0.070
37,-0.355,0.080
38,-0.350,0.100
39,-0.335,0.095
40,-0.345,0.060
41,-0.365,0.045
42,-0.400,0.050
43,-0.400,0.075
44,-0.365,0.070
45,-0.370,0.055
46,-0.340,0.045
47,-0.355,0.045
48,-0.350,0.045
49,-0.355,0.040
50,-0.370,0.035
51,-0.370,0.025
52,-0.355,0.020
53,-0.350,0.000
54,-0.355,0.000
55,-0.355,0.005
56,-0.375,0.005
57,-0.385,0.020
58,-0.405,0.015
59,-0.435,0.025
60,-0.415,0.005
61,-0.355,-0.005
62,-0.300,-0.010
63,-0.275,-0.005
64,-0.275,-0.005
65,-0.270,0.010
66,-0.270,0.035
67,-0.265,0.075
68,-0.265,0.085
69,-0.260,0.085
70,-0.250,0.065
71,-0.235,0.025
72,-0.210,0.015
73,-0.180,0.010
74,-0.165,0.030
75,-0.180,0.055
76,-0.190,0.070
77,-0.190,0.065
78,-0.175,0.055
79,-0.165,0.035
80,-0.160,-0.015
81,-0.180,-0.105
82,-0.230,-0.170
83,-0.280,-0.180
84,-0.310,-0.145
85,-0.330,-0.125
86,-0.325,-0.125
87,-0.330,-0.125
88,-0.335,-0.170
89,-0.340,-0.195
90,-0.345,-0.215
91,-0.330,-0.220
92,-0.350,-0.210
93,-0.355,-0.200
94,-0.385,-0.220
95,-0.405,-0.210
96,-0.430,-0.195
97,-0.430,-0.160
98,-0.400,-0.145
99,-0.400,-0.170
100,-0.390,-0.185
101,-0.380,-0.200
102,-0.370,-0.210
103,-0.355,-0.230
104,-0.365,-0.215
