0,-0.140,-0.375
1,-0.140,-0.375
2,-0.140,-0.375
3,-0.140,-0.375
4,-0.140,-0.375
5,-0.140,-0.375
6,-0.140,-0.375
7,-0.140,-0.375
8,-0.140,-0.350
9,-0.115,-0.355
10,-0.140,-0.370
11,-0.140,-0.385
12,-0.155,-0.385
13,-0.145,-0.365
14,-0.130,-0.360
15,-0.110,-0.360
16,-0.125,-0.360
17,-0.125,-0.375
18,-0.130,-0.360
19,-0.125,-0.350
20,-0.100,-0.335
21,-0.075,-0.320
22,-0.075,-0.320
23,-0.070,-0.340
24,-0.075,-0.325
25,-0.070,-0.320
26,-0.060,-0.295
27,-0.025,-0.280
28,-0.020,-0.285
29,-0.005,-0.290
30,0.005,-0.300
31,0.050,-0.310
32,0.115,-0.330
33,0.160,-0.360
34,0.170,-0.380
35,0.175,-0.380
36,0.165,-0.390
37,0.170,-0.380
38,0.150,-0.380
39,0.185,-0.380
40,0.135,-0.385
41,0.105,-0.390
42,0.080,-0.390
43,0.065,-0.365
44,0.060,-0.355
45,0.060,-0.345
46,0.015,-0.380
47,-0.025,-0.395
48,-0.070,-0.405
49,-0.090,-0.395
50,-0.120,-0.375
51,-0.130,-0.385
52,-0.120,-0.395
53,-0.150,-0.415
54,-0.170,-0.400
55,-0.175,-0.395
56,-0.165,-0.390
57,-0.145,-0.385
58,-0.155,-0.400
59,-0.160,-0.395
60,-0.160,-0.385
61,-0.150,-0.375
62,-0.140,-0.380
63,-0.120,-0.385
64,-0.140,-0.395
65,-0.155,-0.390
66,-0.155,-0.375
67,-0.135,-0.335
68,-0.130,-0.285
69,-0.110,-0.245
70,-0.105,-0.255
71,-0.130,-0.330
72,-0.140,-0.440
73,-0.140,-0.585
74,-0.140,-0.790
75,-0.100,-1.025
76,0.020,-1.210
77,0.180,-1.345
78,0.380,-1.380
79,0.605,-1.310
80,0.790,-1.195
81,0.895,-1.075
82,0.840,-0.930
83,0.590,-0.780
84,0.225,-0.635
85,-0.055,-0.475
86,-0.185,-0.360
87,-0.190,-0.310
88,-0.195,-0.295
89,-0.160,-0.290
90,-0.135,-0.295
91,-0.125,-0.280
92,-0.100,-0.275
93,-0.100,-0.280
94,-0.120,-0.290
95,-0.135,-0.305
96,-0.155,-0.290
97,-0.150,-0.285
98,-0.125,-0.285
99,-0.105,-0.295
100,-0.100,-0.300
101,-0.115,-0.305
102,-0.125,-0.305
103,-0.120,-0.295
104,-0.100,-0.295
105,-0.095,-0.290
106,-0.105,-0.300
107,-0.115,-0.330
108,-0.120,-0.320
109,-0.110,-0.305
110,-0.105,-0.290
111,-0.095,-0.295
112,-0.095,-0.305
113,-0.110,-0.315
114,-0.110,-0.320
115,-0.105,-0.305
116,-0.090,-0.295
117,-0.085,-0.310
118,-0.090,-0.310
119,-0.115,-0.320
120,-0.105,-0.325
121,-0.090,-0.305
122,-0.085,-0.300
123,-0.085,-0.285
124,-0.085,-0.310
125,-0.090,-0.315
126,-0.100,-0.310
127,-0.095,-0.295
128,-0.080,-0.285
129,-0.060,-0.285
130,-0.075,-0.295
131,-0.080,-0.315
132,-0.085,-0.320
133,-0.075,-0.300
134,-0.070,-0.285
135,-0.055,-0.290
136,-0.070,-0.305
137,-0.085,-0.300
138,-0.080,-0.310
139,-0.085,-0.295
140,-0.055,-0.300
141,-0.040,-0.290
142,-0.050,-0.295
143,-0.065,-0.305
144,-0.060,-0.305
145,-0.065,-0.295
146,-0.050,-0.285
147,-0.035,-0.290
148,-0.045,-0.290
149,-0.045,-0.290
150,-0.045,-0.305
151,-0.045,-0.290
152,-0.030,-0.270
153,-0.035,-0.265
154,-0.020,-0.285
155,-0.040,-0.295
156,-0.050,-0.310
157,-0.055,-0.290
158,-0.030,-0.280
159,-0.025,-0.270
160,-0.030,-0.290
161,-0.055,-0.300
162,-0.055,-0.295
163,-0.050,-0.280
164,-0.040,-0.270
165,-0.040,-0.290
166,-0.050,-0.295
167,-0.065,-0.300
168,-0.085,-0.295
169,-0.080,-0.295
170,-0.080,-0.280
171,-0.070,-0.285
172,-0.070,-0.310
173,-0.080,-0.315
174,-0.090,-0.315
175,-0.090,-0.310
176,-0.095,-0.310
177,-0.090,-0.300
178,-0.090,-0.310
179,-0.115,-0.320
180,-0.135,-0.330
181,-0.115,-0.325
182,-0.105,-0.320
183,-0.100,-0.330
184,-0.110,-0.335
185,-0.125,-0.340
186,-0.140,-0.335
187,-0.140,-0.330
188,-0.120,-0.320
189,-0.115,-0.330
190,-0.130,-0.345
191,-0.135,-0.360
192,-0.150,-0.360
193,-0.145,-0.340
194,-0.130,-0.325
195,-0.130,-0.335
196,-0.145,-0.340
197,-0.150,-0.375
198,-0.160,-0.360
199,-0.150,-0.350
200,-0.130,-0.335
201,-0.125,-0.335
202,-0.125,-0.350
203,-0.155,-0.370
204,-0.155,-0.360
205,-0.155,-0.350
206,-0.140,-0.340
207,-0.125,-0.350
208,-0.130,-0.355
209,-0.135,-0.370
210,-0.150,-0.360
211,-0.155,-0.345
212,-0.135,-0.340
213,-0.130,-0.340
214,-0.135,-0.350
215,-0.140,-0.365
216,-0.165,-0.360
217,-0.150,-0.360
218,-0.135,-0.340
219,-0.125,-0.330
220,-0.145,-0.350
221,-0.150,-0.360
222,-0.160,-0.365
223,-0.155,-0.355
224,-0.135,-0.345
225,-0.140,-0.350
226,-0.150,-0.355
227,-0.145,-0.375
228,-0.160,-0.365
229,-0.155,-0.360
230,-0.150,-0.335
231,-0.130,-0.350
232,-0.125,-0.365
233,-0.145,-0.385
234,-0.150,-0.375
235,-0.145,-0.365
236,-0.135,-0.360
237,-0.120,-0.355
238,-0.130,-0.360
239,-0.130,-0.370
240,-0.150,-0.380
241,-0.130,-0.355
242,-0.125,-0.365
243,-0.110,-0.350
244,-0.120,-0.365
245,-0.135,-0.385
246,-0.140,-0.385
247,-0.130,-0.355
248,-0.115,-0.350
249,-0.105,-0.360
250,-0.110,-0.365
251,-0.115,-0.375
252,-0.125,-0.380
253,-0.125,-0.360
254,-0.105,-0.355
255,-0.100,-0.340
256,-0.105,-0.355
257,-0.110,-0.365
258,-0.120,-0.375
259,-0.110,-0.365
260,-0.100,-0.350
261,-0.080,-0.355
262,-0.085,-0.360
263,-0.120,-0.385
264,-0.110,-0.380
265,-0.105,-0.370
266,-0.105,-0.355
267,-0.090,-0.360
268,-0.085,-0.375
269,-0.105,-0.380
270,-0.120,-0.365
271,-0.105,-0.365
272,-0.105,-0.355
273,-0.090,-0.355
274,-0.090,-0.365
275,-0.115,-0.390
276,-0.130,-0.380
277,-0.110,-0.370
278,-0.095,-0.355
279,-0.085,-0.355
280,-0.095,-0.365
281,-0.095,-0.385
282,-0.120,-0.380
283,-0.100,-0.370
284,-0.090,-0.350
285,-0.100,-0.360
286,-0.095,-0.370
287,-0.105,-0.380
288,-0.110,-0.385
289,-0.100,-0.370
290,-0.090,-0.355
291,-0.070,-0.360
292,-0.085,-0.370
293,-0.095,-0.365
294,-0.110,-0.375
295,-0.090,-0.365
296,-0.085,-0.350
297,-0.075,-0.340
298,-0.085,-0.360
299,-0.095,-0.375
300,-0.125,-0.360
301,-0.090,-0.340
302,-0.070,-0.325
303,-0.055,-0.320
304,-0.060,-0.325
305,-0.045,-0.335
306,-0.055,-0.320
307,-0.050,-0.310
308,-0.020,-0.290
309,-0.005,-0.285
310,0.000,-0.295
311,0.020,-0.290
312,0.020,-0.285
313,0.050,-0.290
314,0.115,-0.310
315,0.175,-0.340
316,0.200,-0.380
317,0.200,-0.400
318,0.180,-0.410
319,0.200,-0.400
320,0.205,-0.385
321,0.190,-0.385
322,0.145,-0.395
323,0.115,-0.400
324,0.095,-0.385
325,0.075,-0.360
326,0.070,-0.350
327,0.065,-0.370
328,0.020,-0.385
329,-0.020,-0.395
330,-0.075,-0.395
331,-0.085,-0.405
332,-0.105,-0.395
333,-0.100,-0.395
334,-0.120,-0.410
335,-0.160,-0.410
336,-0.160,-0.405
337,-0.155,-0.395
338,-0.145,-0.395
339,-0.130,-0.395
340,-0.145,-0.400
341,-0.155,-0.410
342,-0.150,-0.410
343,-0.145,-0.410
344,-0.135,-0.390
345,-0.115,-0.380
346,-0.120,-0.375
347,-0.115,-0.375
348,-0.125,-0.340
349,-0.130,-0.290
350,-0.115,-0.270
351,-0.105,-0.300
352,-0.100,-0.395
353,-0.115,-0.550
354,-0.155,-0.755
355,-0.140,-0.990
356,-0.040,-1.180
357,0.140,-1.325
358,0.365,-1.340
359,0.570,-1.285
360,0.735,-1.160
361,0.805,-0.995
362,0.725,-0.830
363,0.465,-0.665
364,0.150,-0.540
365,-0.075,-0.435
366,-0.175,-0.370
367,-0.175,-0.340
368,-0.140,-0.310
369,-0.110,-0.310
370,-0.105,-0.330
371,-0.135,-0.345
372,-0.155,-0.360
373,-0.160,-0.340
374,-0.130,-0.330
375,-0.120,-0.330
376,-0.120,-0.350
377,-0.140,-0.365
378,-0.150,-0.360
379,-0.160,-0.350
380,-0.140,-0.340
381,-0.120,-0.345
382,-0.125,-0.345
383,-0.135,-0.375
384,-0.160,-0.355
385,-0.155,-0.350
386,-0.125,-0.340
387,-0.110,-0.340
388,-0.120,-0.355
389,-0.130,-0.370
390,-0.120,-0.375
391,-0.105,-0.375
392,-0.100,-0.355
393,-0.075,-0.360
394,-0.075,-0.370
395,-0.080,-0.390
396,-0.095,-0.390
397,-0.085,-0.370
398,-0.075,-0.360
399,-0.055,-0.365
400,-0.055,-0.360
401,-0.075,-0.375
402,-0.070,-0.375
403,-0.075,-0.360
404,-0.080,-0.345
405,-0.070,-0.340
406,-0.085,-0.360
407,-0.100,-0.365
408,-0.110,-0.340
409,-0.100,-0.335
410,-0.115,-0.325
411,-0.085,-0.335
412,-0.085,-0.330
413,-0.105,-0.365
414,-0.110,-0.350
415,-0.120,-0.335
416,-0.120,-0.325
417,-0.105,-0.315
418,-0.115,-0.325
419,-0.120,-0.330
420,-0.135,-0.325
421,-0.105,-0.320
422,-0.100,-0.300
423,-0.085,-0.305
424,-0.095,-0.305
425,-0.115,-0.315
426,-0.115,-0.315
427,-0.120,-0.300
428,-0.110,-0.295
429,-0.095,-0.310
430,-0.095,-0.320
431,-0.105,-0.325
432,-0.120,-0.320
433,-0.110,-0.300
434,-0.100,-0.285
435,-0.085,-0.280
436,-0.105,-0.300
437,-0.120,-0.310
438,-0.125,-0.310
439,-0.120,-0.315
440,-0.130,-0.295
441,-0.115,-0.310
442,-0.125,-0.310
443,-0.150,-0.325
444,-0.175,-0.330
445,-0.170,-0.320
446,-0.140,-0.305
447,-0.145,-0.315
448,-0.155,-0.330
449,-0.175,-0.350
450,-0.185,-0.340
451,-0.205,-0.335
452,-0.210,-0.335
453,-0.190,-0.340
454,-0.200,-0.345
455,-0.210,-0.365
456,-0.220,-0.365
457,-0.230,-0.360
458,-0.210,-0.335
459,-0.190,-0.355
460,-0.195,-0.355
461,-0.210,-0.380
462,-0.240,-0.360
463,-0.235,-0.365
464,-0.235,-0.350
465,-0.210,-0.365
466,-0.220,-0.365
467,-0.225,-0.365
468,-0.245,-0.365
469,-0.235,-0.355
470,-0.225,-0.355
471,-0.220,-0.350
472,-0.235,-0.350
473,-0.245,-0.365
474,-0.260,-0.375
475,-0.255,-0.350
476,-0.245,-0.350
477,-0.230,-0.360
478,-0.230,-0.370
479,-0.250,-0.385
480,-0.270,-0.375
481,-0.250,-0.360
482,-0.250,-0.350
483,-0.260,-0.360
484,-0.260,-0.365
485,-0.275,-0.375
486,-0.290,-0.360
487,-0.285,-0.365
488,-0.265,-0.350
489,-0.260,-0.355
490,-0.255,-0.370
491,-0.265,-0.380
492,-0.275,-0.380
493,-0.265,-0.370
494,-0.270,-0.365
495,-0.265,-0.365
496,-0.255,-0.385
497,-0.265,-0.395
498,-0.280,-0.380
499,-0.265,-0.365
500,-0.265,-0.360
501,-0.250,-0.375
502,-0.260,-0.385
503,-0.270,-0.400
504,-0.270,-0.400
505,-0.255,-0.375
506,-0.245,-0.350
507,-0.225,-0.365
508,-0.225,-0.375
509,-0.260,-0.395
510,-0.265,-0.390
511,-0.260,-0.390
512,-0.255,-0.380
513,-0.245,-0.395
514,-0.235,-0.395
515,-0.270,-0.405
516,-0.250,-0.405
517,-0.250,-0.395
518,-0.225,-0.375
519,-0.225,-0.390
520,-0.225,-0.400
521,-0.235,-0.415
522,-0.245,-0.410
523,-0.240,-0.400
524,-0.230,-0.385
525,-0.225,-0.390
526,-0.235,-0.415
527,-0.240,-0.425
528,-0.250,-0.415
529,-0.245,-0.400
530,-0.245,-0.390
531,-0.190,-0.390
532,-0.215,-0.400
533,-0.215,-0.415
534,-0.235,-0.410
535,-0.225,-0.395
536,-0.225,-0.405
537,-0.220,-0.390
538,-0.200,-0.405
539,-0.220,-0.430
540,-0.230,-0.430
541,-0.235,-0.410
542,-0.220,-0.395
543,-0.205,-0.405
544,-0.205,-0.405
545,-0.195,-0.415
546,-0.230,-0.420
547,-0.205,-0.400
548,-0.200,-0.390
549,-0.190,-0.385
550,-0.195,-0.405
551,-0.215,-0.420
552,-0.215,-0.415
553,-0.200,-0.400
554,-0.190,-0.380
555,-0.170,-0.390
556,-0.175,-0.400
557,-0.185,-0.420
558,-0.210,-0.425
559,-0.190,-0.405
560,-0.185,-0.385
561,-0.185,-0.390
562,-0.190,-0.400
563,-0.185,-0.415
564,-0.200,-0.420
565,-0.200,-0.390
566,-0.180,-0.390
567,-0.180,-0.395
568,-0.175,-0.405
569,-0.200,-0.410
570,-0.195,-0.410
571,-0.200,-0.385
572,-0.190,-0.385
573,-0.190,-0.385
574,-0.175,-0.400
575,-0.180,-0.405
576,-0.200,-0.410
577,-0.195,-0.400
578,-0.165,-0.380
579,-0.155,-0.380
580,-0.175,-0.405
581,-0.195,-0.405
582,-0.195,-0.395
583,-0.185,-0.390
584,-0.165,-0.375
585,-0.150,-0.385
586,-0.145,-0.375
587,-0.150,-0.385
588,-0.170,-0.365
589,-0.150,-0.345
590,-0.135,-0.330
591,-0.105,-0.330
592,-0.110,-0.335
593,-0.110,-0.355
594,-0.100,-0.355
595,-0.080,-0.345
596,-0.055,-0.335
597,-0.015,-0.350
598,0.000,-0.380
599,0.020,-0.415
600,0.030,-0.430
601,0.055,-0.440
602,0.065,-0.415
603,0.090,-0.425
604,0.090,-0.440
605,0.065,-0.450
606,0.045,-0.435
607,0.050,-0.420
608,0.030,-0.405
609,0.030,-0.395
610,-0.010,-0.395
611,-0.025,-0.410
612,-0.050,-0.395
613,-0.070,-0.390
614,-0.090,-0.385
615,-0.090,-0.395
616,-0.145,-0.390
617,-0.175,-0.415
618,-0.185,-0.415
619,-0.205,-0.420
620,-0.205,-0.385
621,-0.200,-0.395
622,-0.200,-0.420
623,-0.200,-0.420
624,-0.210,-0.425
625,-0.215,-0.395
626,-0.200,-0.390
627,-0.190,-0.380
628,-0.190,-0.395
629,-0.195,-0.405
630,-0.205,-0.400
631,-0.185,-0.365
632,-0.180,-0.330
633,-0.170,-0.310
634,-0.165,-0.330
635,-0.180,-0.350
636,-0.190,-0.430
637,-0.195,-0.505
638,-0.210,-0.610
639,-0.230,-0.775
640,-0.215,-0.945
641,-0.145,-1.105
642,-0.005,-1.200
643,0.190,-1.220
644,0.415,-1.170
645,0.615,-1.075
646,0.695,-0.960
647,0.580,-0.835
648,0.275,-0.690
649,-0.020,-0.535
650,-0.195,-0.415
651,-0.260,-0.350
652,-0.250,-0.325
653,-0.245,-0.335
654,-0.205,-0.325
655,-0.165,-0.305
656,-0.155,-0.290
657,-0.140,-0.295
658,-0.155,-0.305
659,-0.180,-0.325
660,-0.195,-0.325
661,-0.190,-0.305
662,-0.185,-0.305
663,-0.165,-0.300
664,-0.190,-0.315
665,-0.180,-0.325
666,-0.200,-0.325
667,-0.185,-0.300
668,-0.175,-0.295
669,-0.170,-0.290
670,-0.175,-0.305
671,-0.175,-0.320
672,-0.180,-0.305
673,-0.160,-0.295
674,-0.160,-0.300
675,-0.150,-0.280
676,-0.150,-0.295
677,-0.155,-0.300
678,-0.160,-0.315
679,-0.155,-0.290
680,-0.145,-0.290
681,-0.125,-0.290
682,-0.135,-0.305
683,-0.150,-0.315
684,-0.155,-0.305
685,-0.150,-0.295
686,-0.135,-0.290
687,-0.120,-0.285
688,-0.120,-0.290
689,-0.130,-0.305
690,-0.145,-0.305
691,-0.130,-0.290
692,-0.125,-0.280
693,-0.120,-0.290
694,-0.115,-0.290
695,-0.125,-0.315
696,-0.145,-0.305
697,-0.135,-0.300
698,-0.130,-0.280
699,-0.110,-0.295
700,-0.115,-0.295
701,-0.110,-0.310
702,-0.135,-0.310
703,-0.130,-0.295
704,-0.105,-0.290
705,-0.090,-0.285
706,-0.100,-0.295
707,-0.110,-0.305
708,-0.125,-0.300
709,-0.100,-0.290
710,-0.090,-0.275
711,-0.085,-0.270
712,-0.095,-0.285
713,-0.095,-0.305
714,-0.095,-0.295
715,-0.100,-0.285
716,-0.095,-0.280
717,-0.085,-0.280
718,-0.075,-0.290
719,-0.100,-0.305
720,-0.095,-0.300
721,-0.095,-0.295
722,-0.085,-0.275
723,-0.080,-0.290
724,-0.080,-0.290
725,-0.110,-0.315
726,-0.135,-0.315
727,-0.120,-0.295
728,-0.120,-0.285
729,-0.105,-0.285
730,-0.115,-0.305
731,-0.135,-0.310
732,-0.145,-0.305
733,-0.160,-0.310
734,-0.135,-0.300
735,-0.140,-0.300
736,-0.160,-0.305
737,-0.165,-0.320
738,-0.185,-0.315
739,-0.170,-0.310
740,-0.160,-0.305
741,-0.150,-0.300
742,-0.160,-0.325
743,-0.155,-0.325
744,-0.175,-0.320
745,-0.175,-0.310
746,-0.150,-0.295
747,-0.145,-0.295
748,-0.155,-0.310
749,-0.155,-0.320
750,-0.180,-0.320
751,-0.160,-0.305
752,-0.165,-0.295
753,-0.150,-0.305
754,-0.155,-0.320
755,-0.170,-0.315
756,-0.185,-0.325
757,-0.170,-0.305
758,-0.170,-0.285
759,-0.160,-0.290
760,-0.165,-0.320
761,-0.180,-0.320
762,-0.190,-0.325
763,-0.185,-0.320
764,-0.155,-0.305
765,-0.155,-0.310
766,-0.175,-0.310
767,-0.190,-0.325
768,-0.190,-0.320
769,-0.180,-0.300
770,-0.175,-0.305
771,-0.160,-0.315
772,-0.160,-0.315
773,-0.185,-0.345
774,-0.185,-0.325
775,-0.195,-0.325
776,-0.170,-0.310
777,-0.170,-0.305
778,-0.175,-0.330
779,-0.185,-0.330
780,-0.185,-0.335
781,-0.185,-0.340
