'sample interval','MLII','V1'
'0.00277778 sec','mV','mV'
0,0.045,-0.760
1,0.045,-0.760
2,0.045,-0.760
3,0.045,-0.760
4,0.045,-0.760
5,0.045,-0.760
6,0.045,-0.760
7,0.045,-0.770
8,0.045,-0.760
9,0.035,-0.740
10,0.030,-0.720
11,0.045,-0.685
12,0.050,-0.655
13,0.065,-0.640
14,0.035,-0.645
15,0.030,-0.610
16,0.015,-0.570
17,0.040,-0.530
18,0.045,-0.485
19,0.020,-0.470
20,0.010,-0.450
21,-0.020,-0.420
22,-0.010,-0.395
23,-0.010,-0.350
24,-0.015,-0.320
25,-0.035,-0.295
26,-0.055,-0.290
27,-0.070,-0.250
28,-0.085,-0.225
29,-0.075,-0.175
30,-0.075,-0.160
31,-0.100,-0.145
32,-0.120,-0.125
33,-0.135,-0.105
34,-0.150,-0.080
35,-0.130,-0.045
36,-0.130,-0.020
37,-0.135,-0.010
38,-0.155,-0.005
39,-0.170,0.000
40,-0.175,0.040
41,-0.165,0.050
42,-0.160,0.080
43,-0.175,0.075
44,-0.205,0.065
45,-0.200,0.075
46,-0.195,0.085
47,-0.205,0.100
48,-0.190,0.120
49,-0.195,0.110
50,-0.210,0.105
51,-0.210,0.105
52,-0.205,0.100
53,-0.190,0.115
54,-0.175,0.115
55,-0.190,0.100
56,-0.195,0.080
57,-0.205,0.070
58,-0.200,0.080
59,-0.185,0.110
60,-0.170,0.115
61,-0.155,0.125
62,-0.185,0.110
63,-0.195,0.120
64,-0.205,0.125
65,-0.185,0.145
66,-0.175,0.150
67,-0.180,0.140
68,-0.190,0.135
69,-0.220,0.135
70,-0.200,0.140
71,-0.180,0.155
72,-0.185,0.170
73,-0.180,0.150
74,-0.195,0.150
75,-0.220,0.155
76,-0.200,0.160
77,-0.175,0.175
78,-0.175,0.175
79,-0.185,0.170
80,-0.200,0.150
81,-0.215,0.150
82,-0.225,0.170
83,-0.210,0.185
84,-0.195,0.190
85,-0.200,0.170
86,-0.215,0.160
87,-0.235,0.160
88,-0.235,0.170
89,-0.220,0.175
90,-0.225,0.180
91,-0.215,0.165
92,-0.230,0.160
93,-0.240,0.145
94,-0.245,0.155
95,-0.230,0.165
96,-0.210,0.165
97,-0.215,0.150
98,-0.220,0.145
99,-0.235,0.130
100,-0.220,0.145
101,-0.205,0.165
102,-0.215,0.150
103,-0.205,0.145
104,-0.205,0.150
105,-0.215,0.155
106,-0.250,0.165
107,-0.215,0.175
108,-0.200,0.185
109,-0.215,0.165
110,-0.220,0.160
111,-0.240,0.160
112,-0.230,0.175
113,-0.215,0.180
114,-0.200,0.185
115,-0.200,0.185
116,-0.215,0.160
117,-0.210,0.160
118,-0.215,0.175
119,-0.200,0.185
120,-0.190,0.190
121,-0.190,0.170
122,-0.200,0.150
123,-0.195,0.165
124,-0.205,0.170
125,-0.215,0.180
126,-0.190,0.180
127,-0.195,0.180
128,-0.225,0.155
129,-0.220,0.160
130,-0.235,0.170
131,-0.230,0.180
132,-0.195,0.190
133,-0.210,0.165
134,-0.220,0.135
135,-0.225,0.145
136,-0.220,0.145
137,-0.195,0.155
138,-0.175,0.155
139,-0.175,0.155
140,-0.190,0.140
141,-0.200,0.140
142,-0.210,0.145
143,-0.195,0.135
144,-0.185,0.145
145,-0.165,0.135
146,-0.180,0.125
147,-0.195,0.115
148,-0.195,0.135
149,-0.185,0.145
150,-0.170,0.155
151,-0.185,0.160
152,-0.195,0.145
153,-0.200,0.145
154,-0.200,0.160
155,-0.180,0.165
156,-0.150,0.160
157,-0.175,0.160
158,-0.170,0.150
159,-0.190,0.135
160,-0.195,0.150
161,-0.165,0.155
162,-0.145,0.170
163,-0.145,0.140
164,-0.165,0.135
165,-0.170,0.140
166,-0.160,0.160
167,-0.150,0.170
168,-0.150,0.170
169,-0.145,0.155
170,-0.155,0.130
171,-0.170,0.135
172,-0.160,0.125
173,-0.165,0.145
174,-0.140,0.150
175,-0.150,0.125
176,-0.165,0.105
177,-0.205,0.100
178,-0.195,0.105
179,-0.190,0.125
180,-0.155,0.110
181,-0.165,0.095
182,-0.175,0.090
183,-0.165,0.080
184,-0.155,0.105
185,-0.145,0.105
186,-0.130,0.100
187,-0.125,0.075
188,-0.115,0.045
189,-0.105,0.050
190,-0.085,0.060
191,-0.030,0.080
192,0.045,0.075
193,0.170,0.065
194,0.455,0.065
195,0.905,0.065
196,1.415,0.070
197,1.650,0.065
198,1.520,0.020
199,1.225,-0.080
200,1.030,-0.250
201,0.940,-0.525
202,0.860,-0.860
203,0.795,-1.075
204,0.700,-1.075
205,0.590,-0.955
206,0.450,-0.860
207,0.350,-0.835
208,0.250,-0.800
209,0.145,-0.765
210,0.035,-0.750
211,-0.070,-0.755
212,-0.205,-0.765
213,-0.330,-0.760
214,-0.465,-0.755
215,-0.595,-0.765
216,-0.750,-0.775
217,-0.910,-0.790
218,-1.050,-0.805
219,-1.185,-0.805
220,-1.275,-0.805
221,-1.350,-0.810
222,-1.420,-0.820
223,-1.485,-0.835
224,-1.550,-0.855
225,-1.600,-0.865
226,-1.605,-0.890
227,-1.590,-0.890
228,-1.550,-0.910
229,-1.510,-0.940
230,-1.465,-0.985
231,-1.420,-1.025
232,-1.325,-1.060
233,-1.205,-1.085
234,-1.070,-1.095
235,-0.970,-1.110
236,-0.865,-1.110
237,-0.780,-1.080
238,-0.675,-1.035
239,-0.620,-0.955
240,-0.575,-0.910
241,-0.535,-0.885
242,-0.475,-0.870
243,-0.385,-0.825
244,-0.290,-0.770
245,-0.190,-0.690
246,-0.100,-0.600
247,-0.035,-0.520
248,-0.005,-0.430
249,0.015,-0.320
250,0.035,-0.190
251,0.060,-0.090
252,0.085,0.005
253,0.105,0.050
254,0.090,0.080
255,0.090,0.105
256,0.095,0.120
257,0.120,0.150
258,0.140,0.180
259,0.130,0.170
260,0.100,0.175
261,0.095,0.180
262,0.105,0.195
263,0.115,0.215
264,0.155,0.230
265,0.145,0.220
266,0.140,0.205
267,0.130,0.225
268,0.125,0.220
269,0.150,0.255
270,0.180,0.265
271,0.175,0.260
272,0.180,0.235
273,0.185,0.235
274,0.195,0.250
275,0.225,0.245
276,0.250,0.270
277,0.285,0.255
278,0.270,0.245
279,0.285,0.245
280,0.300,0.255
281,0.330,0.280
282,0.355,0.285
283,0.365,0.285
284,0.355,0.285
285,0.360,0.305
286,0.380,0.330
287,0.395,0.345
288,0.425,0.360
289,0.435,0.345
290,0.435,0.355
291,0.435,0.365
292,0.445,0.385
293,0.470,0.400
294,0.500,0.410
295,0.515,0.390
296,0.515,0.385
297,0.530,0.395
298,0.525,0.425
299,0.555,0.450
300,0.580,0.450
301,0.610,0.450
302,0.595,0.440
303,0.620,0.450
304,0.630,0.465
305,0.650,0.480
306,0.670,0.500
307,0.670,0.490
308,0.665,0.485
309,0.650,0.495
310,0.645,0.525
311,0.660,0.535
312,0.650,0.550
313,0.665,0.550
314,0.655,0.545
315,0.650,0.540
316,0.650,0.560
317,0.660,0.580
318,0.670,0.595
319,0.670,0.575
320,0.650,0.565
321,0.630,0.555
322,0.600,0.580
323,0.610,0.570
324,0.605,0.570
325,0.590,0.555
326,0.555,0.540
327,0.520,0.540
328,0.505,0.545
329,0.490,0.575
330,0.475,0.555
331,0.450,0.555
332,0.405,0.525
333,0.370,0.515
334,0.340,0.515
335,0.320,0.520
336,0.305,0.500
337,0.300,0.480
338,0.265,0.460
339,0.235,0.445
340,0.205,0.440
341,0.210,0.445
342,0.190,0.430
343,0.180,0.395
344,0.150,0.365
345,0.120,0.350
346,0.100,0.340
347,0.090,0.340
348,0.090,0.320
349,0.070,0.310
350,0.050,0.270
351,0.040,0.255
352,0.030,0.245
353,0.035,0.265
354,0.030,0.255
355,0.015,0.235
356,-0.005,0.215
357,-0.015,0.200
358,-0.030,0.215
359,-0.025,0.230
360,-0.015,0.220
361,-0.020,0.215
362,-0.030,0.200
363,-0.040,0.185
364,-0.050,0.190
365,-0.050,0.190
366,-0.030,0.190
367,-0.035,0.180
368,-0.045,0.170
369,-0.065,0.165
370,-0.065,0.165
371,-0.050,0.160
372,-0.040,0.160
373,-0.015,0.140
374,-0.015,0.110
375,-0.025,0.120
376,-0.035,0.125
377,-0.015,0.160
378,-0.010,0.155
379,-0.015,0.135
380,-0.025,0.120
381,-0.050,0.120
382,-0.050,0.135
383,-0.050,0.160
384,-0.035,0.165
385,-0.040,0.150
386,-0.065,0.140
387,-0.065,0.140
