'sample interval','MLII','V1'
'0.00277778 sec','mV','mV'
0,-0.020,0.160
1,-0.020,0.160
2,-0.020,0.160
3,-0.020,0.160
4,-0.020,0.160
5,-0.020,0.160
6,-0.020,0.160
7,-0.020,0.160
8,-0.020,0.160
9,0.005,0.140
10,0.020,0.140
11,0.025,0.155
12,0.040,0.145
13,0.040,0.160
14,0.045,0.175
15,0.075,0.155
16,0.090,0.135
17,0.090,0.130
18,0.095,0.130
19,0.090,0.155
20,0.110,0.175
21,0.130,0.170
22,0.130,0.160
23,0.140,0.145
24,0.130,0.120
25,0.120,0.130
26,0.125,0.135
27,0.130,0.165
28,0.150,0.175
29,0.140,0.195
30,0.120,0.200
31,0.135,0.170
32,0.135,0.170
33,0.155,0.165
34,0.165,0.155
35,0.165,0.130
36,0.135,0.115
37,0.125,0.135
38,0.130,0.145
39,0.125,0.160
40,0.110,0.180
41,0.100,0.185
42,0.080,0.175
43,0.060,0.155
44,0.075,0.160
45,0.085,0.155
46,0.090,0.130
47,0.070,0.105
48,0.045,0.100
49,0.020,0.100
50,0.010,0.125
51,0.005,0.140
52,-0.010,0.140
53,-0.045,0.110
54,-0.065,0.095
55,-0.070,0.100
56,-0.080,0.110
57,-0.070,0.130
58,-0.055,0.125
59,-0.080,0.145
60,-0.115,0.140
61,-0.130,0.155
62,-0.105,0.140
63,-0.080,0.130
64,-0.070,0.120
65,-0.085,0.105
66,-0.110,0.105
67,-0.120,0.115
68,-0.120,0.140
69,-0.105,0.125
70,-0.090,0.115
71,-0.100,0.095
72,-0.110,0.090
73,-0.125,0.105
74,-0.125,0.110
75,-0.105,0.125
76,-0.120,0.110
77,-0.085,0.090
78,-0.100,0.050
79,-0.100,0.045
80,-0.105,0.055
81,-0.105,0.085
82,-0.115,0.110
83,-0.115,0.100
84,-0.110,0.110
85,-0.135,0.095
86,-0.135,0.090
87,-0.120,0.100
88,-0.120,0.115
89,-0.120,0.105
90,-0.115,0.105
91,-0.125,0.105
92,-0.125,0.120
93,-0.120,0.140
94,-0.100,0.120
95,-0.100,0.110
96,-0.110,0.095
97,-0.120,0.090
98,-0.115,0.090
99,-0.115,0.085
100,-0.105,0.075
101,-0.095,0.075
102,-0.125,0.065
103,-0.140,0.070
104,-0.125,0.090
105,-0.110,0.105
106,-0.090,0.120
107,-0.100,0.105
108,-0.120,0.105
109,-0.130,0.145
110,-0.140,0.175
111,-0.140,0.190
112,-0.115,0.175
113,-0.100,0.140
114,-0.110,0.100
115,-0.110,0.090
116,-0.085,0.105
117,-0.065,0.120
118,-0.040,0.110
119,-0.035,0.095
120,-0.055,0.065
121,-0.075,0.075
122,-0.055,0.105
123,-0.030,0.140
124,0.000,0.135
125,-0.020,0.125
126,-0.045,0.110
127,-0.060,0.110
128,-0.045,0.115
129,-0.030,0.105
130,-0.025,0.075
131,-0.020,0.050
132,-0.025,0.020
133,-0.060,0.040
134,-0.070,0.060
135,-0.050,0.090
136,-0.045,0.090
137,-0.055,0.065
138,-0.090,0.060
139,-0.105,0.055
140,-0.110,0.050
141,-0.110,0.055
